show_id,title,type,platform,primary_genre,imdb_rating,rotten_tomatoes_score,duration_minutes,release_year,hours_watched_million,engagement,score,release_period,total_titles,avg_imdb,avg_rt,total_hours_watched_million,avg_budget,total_awards
s9903,Eclipse,Movie,HBO Max,Drama,6.9,56,89.0,2025,1,1,6.38,Recent,2832,6.82,67.28,188250,20.92,853
s9904,The Marvelous Mrs,TV Show,Apple TV+,Documentary,8.7,95,,2020,468,468,9.02,Recent,1065,6.91,68.65,61809,3.64,360
s9905,The Astronaut,Movie,Amazon Prime Video,Mystery,5.2,42,107.0,2019,1,1,4.8,Recent,368,6.97,69.91,26928,18.61,156
s9906,A Broken Promise,Movie,Netflix,Sci-Fi,5.6,67,151.0,2008,1,1,6.04,Mid,873,6.85,68.19,83711,48.59,303
s9907,In the Depths of Night,Movie,Amazon Prime Video,Drama,7.9,92,117.0,2015,13,13,8.42,Mid,2832,6.82,67.28,188250,20.92,853
s9908,When You Return,Movie,Amazon Prime Video,Action,6.8,67,129.0,2021,28,28,6.76,Recent,1078,6.78,67.18,72029,49.17,321
s9909,When We Were Young,Movie,Amazon Prime Video,Horror,5.9,60,122.0,1984,21,21,5.94,Older,519,6.55,64.52,39706,21.33,128
s9910,Severance,TV Show,Disney+,Mystery,6.1,60,,2018,1,1,6.06,Recent,368,6.97,69.91,26928,18.61,156
s9911,Wednesday,TV Show,Netflix,Drama,6.7,72,,2019,2,2,6.9,Recent,2832,6.82,67.28,188250,20.92,853
s9912,Ozark,TV Show,Netflix,Drama,7.1,75,,2020,1,1,7.26,Recent,2832,6.82,67.28,188250,20.92,853
s9913,Dark: Origins,TV Show,Disney+,Documentary,7.3,71,,1994,68,68,7.22,Older,1065,6.91,68.65,61809,3.64,360
s9914,Beyond Forever,Movie,Netflix,Crime,6.4,60,134.0,2024,11,11,6.24,Recent,1002,6.83,68.01,65679,20.92,261
s9915,The Last Light,Movie,Netflix,Thriller,8.4,74,80.0,2011,26,26,8.0,Mid,1155,6.79,67.52,83691,20.39,367
s9916,Wednesday,TV Show,HBO Max,Reality TV,8.4,71,,2021,0,0,7.88,Recent,618,6.56,65.36,37974,,146
s9917,The Gentlemen: Revenge,TV Show,Disney+,Drama,6.4,63,,2021,3,3,6.36,Recent,2832,6.82,67.28,188250,20.92,853
s9918,In the Shadow of Giants,Movie,Netflix,Horror,5.0,61,93.0,2024,123,123,5.44,Recent,519,6.55,64.52,39706,21.33,128
s9919,The Last Witness,Movie,HBO Max,Sci-Fi,7.7,74,91.0,2013,8,8,7.58,Mid,873,6.85,68.19,83711,48.59,303
s9920,Beyond Forever,Movie,Disney+,Documentary,6.2,58,66.0,2026,1,1,6.04,Recent,1065,6.91,68.65,61809,3.64,360
s9921,Succession,TV Show,Netflix,Drama,7.2,79,,1983,2,2,7.48,Older,2832,6.82,67.28,188250,20.92,853
s9922,Paradox,Movie,HBO Max,Action,7.1,81,136.0,2015,3,3,7.5,Mid,1078,6.78,67.18,72029,49.17,321
s9923,In the Heart of Winter,Movie,Disney+,Action,6.4,60,123.0,2010,0,0,6.24,Mid,1078,6.78,67.18,72029,49.17,321
s9924,The Lincoln Lawyer,TV Show,Apple TV+,Thriller,8.4,75,,2020,0,0,8.04,Recent,1155,6.79,67.52,83691,20.39,367
s9925,When the Stars Fall,Movie,Amazon Prime Video,Drama,6.7,72,75.0,2009,28,28,6.9,Mid,2832,6.82,67.28,188250,20.92,853
s9926,Between Lines,Movie,Amazon Prime Video,Drama,7.5,80,137.0,2012,36,36,7.7,Mid,2832,6.82,67.28,188250,20.92,853
s9927,Fallout: Uprising,TV Show,Disney+,Thriller,6.0,80,,2020,0,0,6.8,Recent,1155,6.79,67.52,83691,20.39,367
s9928,Eclipse,Movie,Paramount+,Horror,7.7,84,138.0,2008,33,33,7.98,Mid,519,6.55,64.52,39706,21.33,128
s9929,Money Heist,TV Show,Hulu,Drama,6.7,65,,2025,177,177,6.62,Recent,2832,6.82,67.28,188250,20.92,853
s9930,Ted Lasso,TV Show,HBO Max,Talk Show,8.1,81,,1986,5,5,8.1,Older,138,6.73,66.49,11180,,49
s9931,The Empress,TV Show,Amazon Prime Video,Anime,4.9,47,,2021,1,1,4.82,Recent,287,6.84,67.46,28260,,88
s9932,The Last of Us,TV Show,Disney+,Anime,6.7,77,,1991,50,50,7.1,Older,287,6.84,67.46,28260,,88
s9933,Ozark: Revenge,TV Show,Apple TV+,Game Show,9.1,96,,2017,7,7,9.3,Recent,139,6.78,66.91,8621,,32
s9934,The Sandman: Legacy,TV Show,Apple TV+,Kids,7.7,69,,2026,53,53,7.38,Recent,388,6.81,67.13,28861,,114
s9935,Reacher,TV Show,Disney+,Anime,6.9,75,,2026,58,58,7.14,Recent,287,6.84,67.46,28260,,88
s9936,Dark,TV Show,Amazon Prime Video,Reality TV,5.5,66,,2024,2,2,5.94,Recent,618,6.56,65.36,37974,,146
s9937,Shogun: Legacy,TV Show,Disney+,Drama,8.4,74,,1995,4,4,8.0,Older,2832,6.82,67.28,188250,20.92,853
s9938,When You Return,Movie,Netflix,Comedy,6.8,67,155.0,2023,1,1,6.76,Recent,2180,6.86,68.5,152111,20.3,694
s9939,House of Cards,TV Show,Amazon Prime Video,Anime,8.1,71,,2002,6,6,7.7,Older,287,6.84,67.46,28260,,88
s9940,The Sandman: Uprising,TV Show,Disney+,Drama,8.4,88,,2025,2,2,8.56,Recent,2832,6.82,67.28,188250,20.92,853
s9941,A Dark Mirror,Movie,Netflix,Drama,7.9,72,115.0,2023,38,38,7.62,Recent,2832,6.82,67.28,188250,20.92,853
s9942,In the Name of Love,Movie,Netflix,Drama,5.6,63,139.0,2024,25,25,5.88,Recent,2832,6.82,67.28,188250,20.92,853
s9943,When the Stars Fall,Movie,Netflix,Animation,8.2,84,90.0,1983,63,63,8.28,Older,876,6.8,67.75,72738,52.61,267
s9944,Narcos: Return,TV Show,Netflix,Crime,5.8,54,,2003,11,11,5.64,Older,1002,6.83,68.01,65679,20.92,261
s9945,The Sandman,TV Show,JioCinema,Drama,7.3,85,,2023,0,0,7.78,Recent,2832,6.82,67.28,188250,20.92,853
s9946,A Distant Memory,Movie,Disney+,Sci-Fi,8.6,67,131.0,2020,87,87,7.84,Recent,873,6.85,68.19,83711,48.59,303
s9947,Peaky Blinders,TV Show,Amazon Prime Video,Drama,5.9,56,,2001,3,3,5.78,Older,2832,6.82,67.28,188250,20.92,853
s9948,The Morning Show: Uprising,TV Show,Hulu,Game Show,6.5,71,,2015,14,14,6.74,Mid,139,6.78,66.91,8621,,32
s9949,Shogun,TV Show,Disney+,Drama,7.3,75,,1985,2,2,7.38,Older,2832,6.82,67.28,188250,20.92,853
s9950,The Last Light,Movie,Amazon Prime Video,Comedy,6.3,63,123.0,2024,1,1,6.3,Recent,2180,6.86,68.5,152111,20.3,694
s9951,In the Name of Love,Movie,Disney+,Adventure,6.1,65,127.0,2023,3,3,6.26,Recent,332,6.86,67.9,29049,19.63,104
s9952,A Broken Promise,Movie,Disney+,Comedy,7.9,92,114.0,2018,17,17,8.42,Recent,2180,6.86,68.5,152111,20.3,694
s9953,A Distant Memory,Movie,Amazon Prime Video,Comedy,7.5,62,126.0,2025,3,3,6.98,Recent,2180,6.86,68.5,152111,20.3,694
s9954,The Sandman,TV Show,Netflix,Crime,7.1,77,,2021,2,2,7.34,Recent,1002,6.83,68.01,65679,20.92,261
s9955,Between Lives,Movie,HBO Max,Drama,7.6,66,121.0,2024,4,4,7.2,Recent,2832,6.82,67.28,188250,20.92,853
s9956,The Morning Show,TV Show,Amazon Prime Video,Comedy,5.5,43,,2013,0,0,5.02,Mid,2180,6.86,68.5,152111,20.3,694
s9957,Emily in Paris,TV Show,Amazon Prime Video,Reality TV,5.8,41,,2021,23,23,5.12,Recent,618,6.56,65.36,37974,,146
s9958,The Morning Show,TV Show,Amazon Prime Video,Game Show,9.1,76,,2026,41,41,8.5,Recent,139,6.78,66.91,8621,,32
s9959,The Last Dance,Movie,HBO Max,Action,8.4,84,106.0,2024,4,4,8.4,Recent,1078,6.78,67.18,72029,49.17,321
s9960,The White Lotus: Legacy,TV Show,Amazon Prime Video,Anime,4.6,39,,2025,7,7,4.32,Recent,287,6.84,67.46,28260,,88
s9961,Wednesday: Legacy,TV Show,Netflix,Drama,6.5,68,,2023,35,35,6.62,Recent,2832,6.82,67.28,188250,20.92,853
s9962,The Diplomat,TV Show,Netflix,Documentary,7.0,69,,2021,1,1,6.96,Recent,1065,6.91,68.65,61809,3.64,360
s9963,Between Lives,Movie,Amazon Prime Video,Thriller,6.1,57,143.0,2023,95,95,5.94,Recent,1155,6.79,67.52,83691,20.39,367
s9964,Beyond Reality,Movie,Hulu,Thriller,6.2,55,119.0,2020,82,82,5.92,Recent,1155,6.79,67.52,83691,20.39,367
s9965,Between Two Worlds,Movie,Netflix,Comedy,6.4,64,140.0,2022,801,801,6.4,Recent,2180,6.86,68.5,152111,20.3,694
s9966,The Last of Us,TV Show,Amazon Prime Video,Crime,5.1,60,,2020,18,18,5.46,Recent,1002,6.83,68.01,65679,20.92,261
s9967,The Cartographer,Movie,HBO Max,Adventure,6.7,59,96.0,2016,71,71,6.38,Recent,332,6.86,67.9,29049,19.63,104
s9968,The Last Kingdom,Movie,Amazon Prime Video,Romance,9.2,87,108.0,2023,55,55,9.0,Recent,590,6.8,67.26,45855,19.1,187
s9969,Dark,TV Show,Apple TV+,Animation,8.4,82,,1989,1,1,8.32,Older,876,6.8,67.75,72738,52.61,267
s9970,The Last Journey,Movie,Amazon Prime Video,Comedy,6.8,67,141.0,2023,33,33,6.76,Recent,2180,6.86,68.5,152111,20.3,694
s9971,Between Lines,Movie,Netflix,Crime,5.9,52,89.0,2016,11,11,5.62,Recent,1002,6.83,68.01,65679,20.92,261
s9972,The Pilgrim,Movie,Netflix,Thriller,6.0,52,93.0,2019,26,26,5.68,Recent,1155,6.79,67.52,83691,20.39,367
s9973,In the Name of Love,Movie,Disney+,Action,4.4,32,67.0,2009,2,2,3.92,Mid,1078,6.78,67.18,72029,49.17,321
s9974,When We Were Young,Movie,Netflix,Fantasy,7.3,73,83.0,2009,19,19,7.3,Mid,286,6.76,67.0,13827,49.88,83
s9975,Between Lives,Movie,Netflix,War,7.5,70,80.0,2012,0,0,7.3,Mid,102,6.88,68.19,7395,18.04,32
s9976,In the Depths of Night,Movie,Netflix,Comedy,6.8,74,120.0,2016,0,0,7.04,Recent,2180,6.86,68.5,152111,20.3,694
s9977,The Sandman: Origins,TV Show,Disney+,Sci-Fi,5.1,41,,2024,0,0,4.7,Recent,873,6.85,68.19,83711,48.59,303
s9978,When You Return,Movie,JioCinema,Adventure,6.9,70,130.0,2001,4,4,6.94,Older,332,6.86,67.9,29049,19.63,104
s9979,Between Lines,Movie,Apple TV+,Drama,6.3,57,126.0,1995,4,4,6.06,Older,2832,6.82,67.28,188250,20.92,853
s9980,The Hunter,Movie,Amazon Prime Video,Comedy,6.5,64,127.0,2018,24,24,6.46,Recent,2180,6.86,68.5,152111,20.3,694
s9981,The Diplomat,TV Show,HBO Max,Reality TV,6.6,56,,2021,10,10,6.2,Recent,618,6.56,65.36,37974,,146
s9982,The Recruit: Return,TV Show,JioCinema,Drama,8.1,84,,2014,0,0,8.22,Mid,2832,6.82,67.28,188250,20.92,853
s9983,Resurrection,Movie,Amazon Prime Video,Comedy,4.9,41,84.0,2008,2,2,4.58,Mid,2180,6.86,68.5,152111,20.3,694
s9984,In the Depths of Night,Movie,Netflix,Comedy,5.3,49,115.0,2025,0,0,5.14,Recent,2180,6.86,68.5,152111,20.3,694
s9985,Squid Game: Revenge,TV Show,Amazon Prime Video,Reality TV,7.7,75,,2013,3,3,7.62,Mid,618,6.56,65.36,37974,,146
s9986,In the Shadow of Giants,Movie,Amazon Prime Video,Mystery,7.9,78,83.0,2001,1,1,7.86,Older,368,6.97,69.91,26928,18.61,156
s9987,The Sandman: Revenge,TV Show,Amazon Prime Video,Sci-Fi,6.8,54,,2025,0,0,6.24,Recent,873,6.85,68.19,83711,48.59,303
s9988,A Dark Mirror,Movie,Netflix,Action,5.6,55,103.0,2023,16,16,5.56,Recent,1078,6.78,67.18,72029,49.17,321
s9989,Reacher,TV Show,Amazon Prime Video,Reality TV,7.8,84,,2025,3,3,8.04,Recent,618,6.56,65.36,37974,,146
s9990,Beyond Shadows,Movie,Disney+,Animation,7.8,86,95.0,2003,0,0,8.12,Older,876,6.8,67.75,72738,52.61,267
s9991,A Distant Memory,Movie,HBO Max,Action,8.0,74,117.0,2020,1,1,7.76,Recent,1078,6.78,67.18,72029,49.17,321
s9992,Beyond Redemption,Movie,Netflix,Comedy,6.2,66,104.0,2026,0,0,6.36,Recent,2180,6.86,68.5,152111,20.3,694
s9993,A Quiet Place,Movie,Paramount+,Comedy,6.0,53,134.0,2011,1,1,5.72,Mid,2180,6.86,68.5,152111,20.3,694
s9994,Beyond Redemption,Movie,Disney+,Action,8.7,99,89.0,1981,1,1,9.18,Older,1078,6.78,67.18,72029,49.17,321
s9995,When Love Breaks,Movie,Peacock,Action,5.9,67,102.0,2019,11,11,6.22,Recent,1078,6.78,67.18,72029,49.17,321
s9996,Bridgerton,TV Show,Netflix,Anime,6.6,55,,2021,102,102,6.16,Recent,287,6.84,67.46,28260,,88
s9997,A Quiet Place,Movie,JioCinema,Drama,6.7,55,143.0,1984,6,6,6.22,Older,2832,6.82,67.28,188250,20.92,853
s9998,A Dark Mirror,Movie,Amazon Prime Video,Thriller,6.1,54,102.0,2023,7,7,5.82,Recent,1155,6.79,67.52,83691,20.39,367
s9999,The Diplomat,TV Show,HBO Max,Drama,8.3,95,,2021,460,460,8.78,Recent,2832,6.82,67.28,188250,20.92,853
s10000,In the Shadow of Giants,Movie,Netflix,Drama,7.2,74,95.0,1988,26,26,7.28,Older,2832,6.82,67.28,188250,20.92,853
s10001,Dark: Origins,TV Show,Netflix,Reality TV,7.7,92,,2022,1,1,8.3,Recent,618,6.56,65.36,37974,,146
s10002,Money Heist,TV Show,Hulu,Drama,6.0,48,,2026,346,346,5.52,Recent,2832,6.82,67.28,188250,20.92,853
s10003,A Distant Memory,Movie,Netflix,Crime,8.9,75,154.0,2022,138,138,8.34,Recent,1002,6.83,68.01,65679,20.92,261
s10004,The Bear,TV Show,Netflix,Comedy,4.5,37,,2010,8,8,4.18,Mid,2180,6.86,68.5,152111,20.3,694
s10005,Narcos: Uprising,TV Show,Netflix,Crime,4.8,42,,2010,9,9,4.56,Mid,1002,6.83,68.01,65679,20.92,261
s10006,Beyond Shadows,Movie,Peacock,Documentary,9.5,93,125.0,2000,8,8,9.42,Older,1065,6.91,68.65,61809,3.64,360
s10007,The Night Agent,TV Show,Disney+,Sci-Fi,7.4,68,,2003,1,1,7.16,Older,873,6.85,68.19,83711,48.59,303
s10008,The Empress,TV Show,Peacock,Documentary,5.1,62,,2024,4,4,5.54,Recent,1065,6.91,68.65,61809,3.64,360
s10009,Squid Game,TV Show,Netflix,Sports,5.8,58,,1991,5,5,5.8,Older,76,6.82,68.59,11368,,26
s10010,In the Depths of Night,Movie,Netflix,Crime,8.1,73,148.0,2026,6,6,7.78,Recent,1002,6.83,68.01,65679,20.92,261
s10011,When We Were Young,Movie,Amazon Prime Video,Drama,6.3,68,76.0,2023,0,0,6.5,Recent,2832,6.82,67.28,188250,20.92,853
s10012,Between Us,Movie,HBO Max,Thriller,7.1,70,108.0,2022,27,27,7.06,Recent,1155,6.79,67.52,83691,20.39,367
s10013,In the Name of Love,Movie,Netflix,Sci-Fi,7.2,79,130.0,2025,139,139,7.48,Recent,873,6.85,68.19,83711,48.59,303
s10014,In the Name of Love,Movie,Netflix,War,6.5,80,71.0,2024,397,397,7.1,Recent,102,6.88,68.19,7395,18.04,32
s10015,Severance,TV Show,Netflix,Crime,6.5,60,,2026,394,394,6.3,Recent,1002,6.83,68.01,65679,20.92,261
s10016,The Night Agent,TV Show,Amazon Prime Video,Crime,5.6,64,,2026,2,2,5.92,Recent,1002,6.83,68.01,65679,20.92,261
s10017,The Night Agent: Return,TV Show,Disney+,Comedy,8.1,78,,2023,2,2,7.98,Recent,2180,6.86,68.5,152111,20.3,694
s10018,The Morning Show,TV Show,Netflix,Comedy,6.2,62,,2020,65,65,6.2,Recent,2180,6.86,68.5,152111,20.3,694
s10019,Between Us,Movie,Apple TV+,Romance,6.7,78,90.0,2023,11,11,7.14,Recent,590,6.8,67.26,45855,19.1,187
s10020,Succession,TV Show,Netflix,Drama,5.8,57,,2018,2,2,5.76,Recent,2832,6.82,67.28,188250,20.92,853
s10021,The Cartographer,Movie,Netflix,Action,6.2,75,124.0,2023,46,46,6.72,Recent,1078,6.78,67.18,72029,49.17,321
s10022,The Last Dance,Movie,HBO Max,Comedy,5.7,62,40.0,2016,9,9,5.9,Recent,2180,6.86,68.5,152111,20.3,694
s10023,Shogun,TV Show,Amazon Prime Video,Comedy,5.1,52,,2019,6,6,5.14,Recent,2180,6.86,68.5,152111,20.3,694
s10024,The Morning Show,TV Show,Amazon Prime Video,Crime,8.0,87,,2010,0,0,8.28,Mid,1002,6.83,68.01,65679,20.92,261
s10025,Eclipse,Movie,Netflix,Comedy,6.7,67,96.0,2014,0,0,6.7,Mid,2180,6.86,68.5,152111,20.3,694
s10026,Ozark,TV Show,Netflix,Documentary,8.7,94,,2024,6,6,8.98,Recent,1065,6.91,68.65,61809,3.64,360
s10027,The Morning Show,TV Show,Hulu,Thriller,7.3,80,,2023,29,29,7.58,Recent,1155,6.79,67.52,83691,20.39,367
s10028,Dark: Uprising,TV Show,Netflix,Comedy,5.9,46,,2015,902,902,5.38,Mid,2180,6.86,68.5,152111,20.3,694
s10029,The Pilgrim,Movie,Netflix,Comedy,7.3,76,92.0,2014,5,5,7.42,Mid,2180,6.86,68.5,152111,20.3,694
s10030,The Gentlemen: Legacy,TV Show,Netflix,Documentary,6.1,72,,2025,35,35,6.54,Recent,1065,6.91,68.65,61809,3.64,360
s10031,The Last Whisper,Movie,Amazon Prime Video,Thriller,8.3,66,111.0,2019,1,1,7.62,Recent,1155,6.79,67.52,83691,20.39,367
s10032,The Last of Us,TV Show,Hulu,Animation,5.8,57,,2024,141,141,5.76,Recent,876,6.8,67.75,72738,52.61,267
s10033,Resurrection,Movie,Amazon Prime Video,Thriller,8.5,80,161.0,2009,0,0,8.3,Mid,1155,6.79,67.52,83691,20.39,367
s10034,In the Shadow of Giants,Movie,Amazon Prime Video,Adventure,6.6,77,116.0,2022,0,0,7.04,Recent,332,6.86,67.9,29049,19.63,104
s10035,Between Lines,Movie,Netflix,Drama,7.6,67,111.0,2024,14,14,7.24,Recent,2832,6.82,67.28,188250,20.92,853
s10036,A Fragile Heart,Movie,Netflix,Comedy,8.2,78,111.0,2024,508,508,8.04,Recent,2180,6.86,68.5,152111,20.3,694
s10037,Between Lives,Movie,Disney+,Action,5.3,50,133.0,2022,0,0,5.18,Recent,1078,6.78,67.18,72029,49.17,321
s10038,Beyond Forever,Movie,Netflix,Thriller,6.4,63,91.0,2005,1,1,6.36,Older,1155,6.79,67.52,83691,20.39,367
s10039,The Last of Us,TV Show,Amazon Prime Video,Thriller,8.4,67,,2016,108,108,7.72,Recent,1155,6.79,67.52,83691,20.39,367
s10040,The Hunter,Movie,HBO Max,Comedy,5.6,56,120.0,2009,10,10,5.6,Mid,2180,6.86,68.5,152111,20.3,694
s10041,When the Stars Fall,Movie,Netflix,Action,7.1,55,67.0,2019,1,1,6.46,Recent,1078,6.78,67.18,72029,49.17,321
s10042,The White Lotus,TV Show,Netflix,Anime,6.4,65,,2023,12,12,6.44,Recent,287,6.84,67.46,28260,,88
s10043,Between Us,Movie,Peacock,Action,6.3,78,119.0,2021,1,1,6.9,Recent,1078,6.78,67.18,72029,49.17,321
s10044,The Empress,TV Show,Amazon Prime Video,Drama,7.4,77,,2020,0,0,7.52,Recent,2832,6.82,67.28,188250,20.92,853
s10045,Bridgerton,TV Show,HBO Max,Anime,9.8,99,,2004,0,0,9.84,Older,287,6.84,67.46,28260,,88
s10046,Money Heist,TV Show,Netflix,Thriller,7.3,70,,2010,42,42,7.18,Mid,1155,6.79,67.52,83691,20.39,367
s10047,Kingdom,TV Show,Netflix,Crime,6.5,60,,2022,20,20,6.3,Recent,1002,6.83,68.01,65679,20.92,261
s10048,The Cartographer,Movie,Disney+,Romance,5.6,54,133.0,2017,1,1,5.52,Recent,590,6.8,67.26,45855,19.1,187
s10049,The Astronaut,Movie,Amazon Prime Video,Documentary,7.9,88,99.0,2012,2,2,8.26,Mid,1065,6.91,68.65,61809,3.64,360
s10050,Ted Lasso,TV Show,Netflix,Kids,6.1,59,,2023,2,2,6.02,Recent,388,6.81,67.13,28861,,114
s10051,Peaky Blinders,TV Show,Disney+,Sci-Fi,6.1,48,,1984,24,24,5.58,Older,873,6.85,68.19,83711,48.59,303
s10052,When Love Breaks,Movie,Netflix,Drama,6.6,63,102.0,2022,7,7,6.48,Recent,2832,6.82,67.28,188250,20.92,853
s10053,The Last of Us,TV Show,Peacock,Documentary,6.5,63,,2018,8,8,6.42,Recent,1065,6.91,68.65,61809,3.64,360
s10054,Labyrinth,Movie,Disney+,Comedy,6.5,78,130.0,2016,5,5,7.02,Recent,2180,6.86,68.5,152111,20.3,694
s10055,The Last Light,Movie,Amazon Prime Video,Action,5.9,55,131.0,2025,30,30,5.74,Recent,1078,6.78,67.18,72029,49.17,321
s10056,The Gentlemen: Uprising,TV Show,JioCinema,Documentary,5.8,60,,2024,3,3,5.88,Recent,1065,6.91,68.65,61809,3.64,360
s10057,Eclipse,Movie,Netflix,Romance,6.9,73,135.0,2015,0,0,7.06,Mid,590,6.8,67.26,45855,19.1,187
s10058,Between Us,Movie,Netflix,Drama,5.9,59,101.0,2011,8,8,5.9,Mid,2832,6.82,67.28,188250,20.92,853
s10059,The Conductor,Movie,Netflix,Adventure,6.2,52,139.0,1994,57,57,5.8,Older,332,6.86,67.9,29049,19.63,104
s10060,Labyrinth,Movie,Paramount+,Drama,6.9,65,78.0,2016,51,51,6.74,Recent,2832,6.82,67.28,188250,20.92,853
s10061,House of Cards,TV Show,Hulu,Crime,7.3,65,,2012,171,171,6.98,Mid,1002,6.83,68.01,65679,20.92,261
s10062,The Morning Show,TV Show,Amazon Prime Video,Crime,5.9,58,,2011,4,4,5.86,Mid,1002,6.83,68.01,65679,20.92,261
s10063,Ozark: Uprising,TV Show,Netflix,Reality TV,5.7,63,,2006,11,11,5.94,Mid,618,6.56,65.36,37974,,146
s10064,The Last Kingdom,Movie,Netflix,Drama,6.9,71,135.0,2024,2,2,6.98,Recent,2832,6.82,67.28,188250,20.92,853
s10065,The Last Whisper,Movie,Netflix,Adventure,9.2,84,106.0,1985,4,4,8.88,Older,332,6.86,67.9,29049,19.63,104
s10066,The Astronaut,Movie,Disney+,Romance,5.8,72,94.0,2016,0,0,6.36,Recent,590,6.8,67.26,45855,19.1,187
s10067,Severance,TV Show,Disney+,Crime,6.4,59,,2022,19,19,6.2,Recent,1002,6.83,68.01,65679,20.92,261
s10068,The Empress,TV Show,Crunchyroll,Sci-Fi,6.3,57,,2020,0,0,6.06,Recent,873,6.85,68.19,83711,48.59,303
s10069,The Recruit: Return,TV Show,Disney+,Documentary,4.9,46,,2010,1,1,4.78,Mid,1065,6.91,68.65,61809,3.64,360
s10070,Kingdom,TV Show,Disney+,Animation,5.9,60,,2022,8,8,5.94,Recent,876,6.8,67.75,72738,52.61,267
s10071,Lupin,TV Show,HBO Max,Drama,5.5,46,,2023,11,11,5.14,Recent,2832,6.82,67.28,188250,20.92,853
s10072,The Morning Show,TV Show,Amazon Prime Video,Drama,5.8,58,,2024,222,222,5.8,Recent,2832,6.82,67.28,188250,20.92,853
s10073,Between Lines,Movie,Disney+,Horror,6.8,78,126.0,2015,56,56,7.2,Mid,519,6.55,64.52,39706,21.33,128
s10074,Dark,TV Show,Netflix,Comedy,8.2,85,,2010,385,385,8.32,Mid,2180,6.86,68.5,152111,20.3,694
s10075,In the Name of Love,Movie,Netflix,Animation,7.9,90,93.0,2024,10,10,8.34,Recent,876,6.8,67.75,72738,52.61,267
s10076,In the Shadow of Giants,Movie,Amazon Prime Video,Drama,5.5,55,86.0,2001,13,13,5.5,Older,2832,6.82,67.28,188250,20.92,853
s10077,The Night Agent,TV Show,Peacock,Game Show,9.7,99,,2003,1,1,9.78,Older,139,6.78,66.91,8621,,32
s10078,Peaky Blinders,TV Show,Amazon Prime Video,Drama,8.7,93,,1999,5,5,8.94,Older,2832,6.82,67.28,188250,20.92,853
s10079,A Fragile Heart,Movie,Hulu,Action,6.9,67,86.0,2010,0,0,6.82,Mid,1078,6.78,67.18,72029,49.17,321
s10080,The Witcher,TV Show,Amazon Prime Video,Mystery,6.0,67,,2019,1,1,6.28,Recent,368,6.97,69.91,26928,18.61,156
s10081,Midnight,Movie,Disney+,Fantasy,5.3,46,143.0,2025,13,13,5.02,Recent,286,6.76,67.0,13827,49.88,83
s10082,The Watchmaker,Movie,Amazon Prime Video,Thriller,6.6,61,144.0,1998,111,111,6.4,Older,1155,6.79,67.52,83691,20.39,367
s10083,Kingdom,TV Show,HBO Max,Thriller,7.6,89,,2025,15,15,8.12,Recent,1155,6.79,67.52,83691,20.39,367
s10084,Narcos,TV Show,Netflix,Reality TV,7.8,75,,2019,0,0,7.68,Recent,618,6.56,65.36,37974,,146
s10085,Fallout,TV Show,Disney+,Documentary,7.4,81,,2020,8,8,7.68,Recent,1065,6.91,68.65,61809,3.64,360
s10086,Between Lives,Movie,Netflix,Drama,5.7,49,113.0,2024,1,1,5.38,Recent,2832,6.82,67.28,188250,20.92,853
s10087,A Silent Echo,Movie,Amazon Prime Video,Mystery,8.3,75,84.0,2025,4,4,7.98,Recent,368,6.97,69.91,26928,18.61,156
s10088,The Last Kingdom,Movie,Peacock,Comedy,5.4,55,134.0,2015,74,74,5.44,Mid,2180,6.86,68.5,152111,20.3,694
s10089,Between Us,Movie,Apple TV+,Sci-Fi,8.7,88,119.0,1984,15,15,8.74,Older,873,6.85,68.19,83711,48.59,303
s10090,The Last Journey,Movie,Paramount+,Drama,9.6,85,108.0,2022,3,3,9.16,Recent,2832,6.82,67.28,188250,20.92,853
s10091,Paradox,Movie,Amazon Prime Video,Thriller,6.0,53,129.0,2024,0,0,5.72,Recent,1155,6.79,67.52,83691,20.39,367
s10092,The Crown,TV Show,Amazon Prime Video,Comedy,7.2,68,,2016,8,8,7.04,Recent,2180,6.86,68.5,152111,20.3,694
s10093,Emily in Paris,TV Show,Netflix,Sci-Fi,7.3,67,,2020,68,68,7.06,Recent,873,6.85,68.19,83711,48.59,303
s10094,The White Lotus,TV Show,Netflix,Game Show,7.3,66,,2016,13,13,7.02,Recent,139,6.78,66.91,8621,,32
s10095,Peaky Blinders,TV Show,Amazon Prime Video,Drama,7.1,59,,2011,4,4,6.62,Mid,2832,6.82,67.28,188250,20.92,853
s10096,The Oracle,Movie,Hulu,Fantasy,6.5,60,116.0,2023,1,1,6.3,Recent,286,6.76,67.0,13827,49.88,83
s10097,The Astronaut,Movie,Amazon Prime Video,Drama,6.3,69,55.0,1993,13,13,6.54,Older,2832,6.82,67.28,188250,20.92,853
s10098,The Witcher,TV Show,Hulu,Crime,6.1,67,,2018,106,106,6.34,Recent,1002,6.83,68.01,65679,20.92,261
s10099,In the Name of Love,Movie,Netflix,Action,5.8,46,119.0,2008,19,19,5.32,Mid,1078,6.78,67.18,72029,49.17,321
s10100,Beyond Shadows,Movie,Disney+,Action,7.2,66,133.0,2015,394,394,6.96,Mid,1078,6.78,67.18,72029,49.17,321
s10101,Resurrection,Movie,Hulu,Romance,6.7,85,122.0,2021,25,25,7.42,Recent,590,6.8,67.26,45855,19.1,187
